City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
162,Kysyl-Syr,RU,2021-01-27 18:37:12,63.8986,122.7617,-47.4,76,100,3.27
163,Pangnirtung,CA,2021-01-27 18:37:12,66.1451,-65.7125,-2.2,78,1,1.92
164,Carutapera,BR,2021-01-27 18:37:12,-1.195,-46.02,85.3,62,75,7.87
165,Lagoa,PT,2021-01-27 18:37:13,39.05,-27.9833,60.75,82,100,34.16
166,Esperance,AU,2021-01-27 18:37:13,-33.8667,121.9,62.6,88,90,5.75
167,Carnot,CF,2021-01-27 18:37:13,4.9409,15.8665,80.01,28,29,2.59
168,East London,ZA,2021-01-27 18:37:13,-33.0153,27.9116,68.0,88,75,5.75
169,Karratha,AU,2021-01-27 18:37:13,-20.7377,116.8463,84.67,58,0,14.45
170,Benin,BJ,2021-01-27 18:37:14,9.5,2.25,82.6,15,12,4.12
171,Lindsay,US,2021-01-27 18:37:14,36.203,-119.0882,51.8,58,90,4.61
172,North Bend,US,2021-01-27 18:37:14,43.4065,-124.2243,42.01,87,90,9.95
173,Port Blair,IN,2021-01-27 18:37:14,11.6667,92.75,79.12,80,65,11.16
174,Naze,JP,2021-01-27 18:37:15,28.3667,129.4833,56.53,74,42,10.94
175,Dumas,US,2021-01-27 18:37:15,35.8656,-101.9732,28.4,74,1,6.71
176,Port Macquarie,AU,2021-01-27 18:37:15,-31.4333,152.9167,71.6,94,90,3.02
177,Itinga,BR,2021-01-27 18:36:02,-16.6131,-41.7653,90.34,35,98,9.75
178,Pevek,RU,2021-01-27 18:37:15,69.7008,170.3133,-24.68,86,100,3.31
179,Kuchera,IN,2021-01-27 18:37:16,26.9839,73.9719,55.26,35,0,7.78
180,Kaeo,NZ,2021-01-27 18:37:16,-35.1,173.7833,64.0,93,40,5.01
181,Wufeng,CN,2021-01-27 18:37:16,27.45,104.8333,31.06,99,81,2.19
182,Douentza,ML,2021-01-27 18:37:17,14.9951,-2.9517,73.0,14,0,7.25
183,Awbari,LY,2021-01-27 18:37:17,26.5921,12.7805,49.08,45,0,5.01
184,Bereda,ES,2021-01-27 18:37:17,43.2686,-7.5406,59.0,91,100,8.99
185,Griffith,US,2021-01-27 18:37:17,41.5284,-87.4237,28.99,74,90,6.91
186,La Tuque,CA,2021-01-27 18:36:08,47.4334,-72.7824,24.8,68,94,5.75
187,Gunjur,GM,2021-01-27 18:37:18,13.2019,-16.7339,93.2,21,0,5.75
188,Isangel,VU,2021-01-27 18:37:18,-19.55,169.2667,80.06,83,100,16.51
189,Raahe,FI,2021-01-27 18:37:19,64.6833,24.4833,19.4,93,20,5.75
190,Nortelandia,BR,2021-01-27 18:37:19,-14.4547,-56.8028,85.77,63,100,5.19
191,Saldanha,ZA,2021-01-27 18:37:19,-33.0117,17.9442,66.2,59,0,20.71
192,Vasilyevskiy Mokh,RU,2021-01-27 18:37:19,57.0132,35.919,26.76,98,81,5.86
193,Thompson,CA,2021-01-27 18:34:09,55.7435,-97.8558,-14.8,84,75,6.91
194,Carupano,VE,2021-01-27 18:37:20,10.6678,-63.2585,80.83,66,98,13.94
195,Anadyr,RU,2021-01-27 18:37:20,64.75,177.4833,10.4,85,75,44.74
196,Ergani,TR,2021-01-27 18:37:20,38.2653,39.7621,41.0,81,75,4.61
197,Khasan,RU,2021-01-27 18:37:21,42.4308,130.6434,20.7,95,100,10.49
198,Kidal,ML,2021-01-27 18:37:21,18.4411,1.4078,71.78,17,0,9.62
199,Palomares,MX,2021-01-27 18:37:21,17.15,-95.0667,84.09,61,4,6.08
200,Sinnai,IT,2021-01-27 18:37:21,39.3042,9.2036,54.0,100,40,9.22
201,Pontianak,ID,2021-01-27 18:37:22,-0.0333,109.3333,75.2,94,90,2.3
202,Rock Springs,US,2021-01-27 18:37:22,41.5875,-109.2029,19.4,68,1,4.61
203,Cherskiy,RU,2021-01-27 18:37:22,68.75,161.3,-23.13,85,100,3.65
204,Deputatskiy,RU,2021-01-27 18:37:23,69.3,139.9,-24.48,87,100,1.99
205,Miquelon,PM,2021-01-27 18:37:23,47.0975,-56.3814,33.8,69,75,11.5
206,Belyy Yar,RU,2021-01-27 18:37:23,53.6039,91.3903,-0.4,85,100,18.77
207,Luz,BR,2021-01-27 18:37:23,-19.8014,-45.6856,82.09,59,19,9.15
208,Luganville,VU,2021-01-27 18:37:24,-15.5333,167.1667,75.58,90,100,10.47
209,Azad Shahr,IR,2021-01-27 18:37:24,34.7909,48.5707,37.96,62,84,5.26
210,Klaksvik,FO,2021-01-27 18:37:24,62.2266,-6.589,30.2,100,40,6.91
211,Lucapa,AO,2021-01-27 18:37:24,-8.4192,20.7447,67.06,91,99,2.77
212,Calatayud,ES,2021-01-27 18:37:24,41.3535,-1.6432,68.0,45,0,12.66
213,Chokurdakh,RU,2021-01-27 18:37:25,70.6333,147.9167,-17.23,87,100,14.07
214,Hamilton,US,2021-01-27 18:33:49,39.1834,-84.5333,34.0,69,90,6.91
215,Rindal,NO,2021-01-27 18:37:25,63.0565,9.2124,22.86,80,100,7.54
216,Alpena,US,2021-01-27 18:37:25,45.0617,-83.4327,19.99,68,90,13.8
217,Madera,US,2021-01-27 18:37:26,37.1666,-119.8343,39.99,92,100,3.0
218,Inhambane,MZ,2021-01-27 18:37:26,-23.865,35.3833,84.2,79,20,6.91
219,Faanui,PF,2021-01-27 18:37:26,-16.4833,-151.75,80.83,73,1,15.84
220,Lahaina,US,2021-01-27 18:36:20,20.8783,-156.6825,75.2,78,75,9.22
221,Hunucma,MX,2021-01-27 18:37:26,21.0167,-89.8667,90.0,58,75,11.5
222,Sao Filipe,CV,2021-01-27 18:37:27,14.8961,-24.4956,77.09,63,0,4.5
223,Caravelas,BR,2021-01-27 18:37:27,-17.7125,-39.2481,82.31,61,100,8.05
224,Llanes,ES,2021-01-27 18:37:27,43.4198,-4.7549,61.0,74,100,4.45
225,Giddarbaha,IN,2021-01-27 18:37:27,30.2,74.6667,48.02,44,0,4.25
226,San Patricio,US,2021-01-27 18:37:27,28.017,-97.5169,71.6,23,75,20.71
227,Moses Lake,US,2021-01-27 18:37:28,47.1301,-119.2781,37.4,87,90,10.36
228,Namibe,AO,2021-01-27 18:37:28,-15.1961,12.1522,75.61,77,34,10.78
229,Pacific Grove,US,2021-01-27 18:37:28,36.6177,-121.9166,55.0,87,75,3.44
230,Cabo San Lucas,MX,2021-01-27 18:35:13,22.8909,-109.9124,73.0,40,100,11.99
231,Nantucket,US,2021-01-27 18:35:26,41.2835,-70.0995,39.2,93,90,13.8
232,Fort Nelson,CA,2021-01-27 18:37:29,58.8053,-122.7002,-9.4,70,75,6.91
233,Coquimbo,CL,2021-01-27 18:37:29,-29.9533,-71.3436,68.0,68,0,16.11
234,Almaznyy,RU,2021-01-27 18:37:29,48.0448,40.045,37.4,93,75,20.13
235,Kaitangata,NZ,2021-01-27 18:37:29,-46.2817,169.8464,52.0,69,5,20.0
236,Puerto Carreno,CO,2021-01-27 18:37:29,6.189,-67.4859,94.82,35,65,12.44
237,Sabalgarh,IN,2021-01-27 18:37:30,26.25,77.4,49.96,51,0,2.64
238,Rayong,TH,2021-01-27 18:35:12,12.8333,101.4333,79.0,96,38,2.95
239,Harper,LR,2021-01-27 18:37:30,4.375,-7.7169,79.34,81,5,5.93
240,San Cristobal,VE,2021-01-27 18:37:30,7.7669,-72.225,87.8,51,40,12.66
